order_id,customer_id,order_date,order_status,order_channel,shipping_city,shipping_state,shipping_fee,order_subtotal,order_total
702307,102573,2025-10-26 19:33:45,Returned,Website,Ahmedabad,Gujarat,0.0,106866.54,106866.54
702308,102981,2025-08-28 18:26:31,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,157137.67,157137.67
702309,101864,2024-05-22 22:39:13,Processing,Website,Surat,Gujarat,0.0,38448.48,38448.48
702310,100912,2025-05-11 17:48:14,Delivered,Website,Nagpur,Maharashtra,0.0,15450.94,15450.94
702311,101639,2024-06-17 18:50:08,Cancelled,Mobile Web,Nagpur,Maharashtra,0.0,5982.22,5982.22
702312,102966,2023-11-14 21:26:49,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,43048.95,43048.95
702313,100473,2024-04-12 22:22:07,Delivered,Mobile App,Delhi,Delhi,0.0,5661.9,5661.9
702314,100387,2023-05-05 17:31:28,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,10476.46,10476.46
702315,101716,2024-03-26 22:40:40,Delivered,Mobile App,Jaipur,Rajasthan,0.0,4803.07,4803.07
702316,102083,2024-09-08 15:24:56,Processing,Mobile Web,Coimbatore,Tamil Nadu,0.0,4985.14,4985.14
702317,101038,2025-11-22 19:24:50,Delivered,Website,Surat,Gujarat,0.0,2501.17,2501.17
702318,102998,2024-02-28 20:31:04,Delivered,Mobile App,Patna,Bihar,0.0,123419.17,123419.17
702319,100062,2025-10-25 18:07:01,Delivered,Mobile App,Patna,Bihar,0.0,58554.78,58554.78
702320,101939,2023-11-12 23:35:36,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,7583.79,7583.79
702321,100348,2023-10-17 15:14:01,Returned,Mobile App,Coimbatore,Tamil Nadu,0.0,67471.17,67471.17
702322,102317,2024-10-23 21:39:13,Delivered,Mobile App,Pune,Maharashtra,0.0,11906.29,11906.29
702323,102412,2025-03-21 13:54:53,Delivered,Mobile Web,Pune,Maharashtra,0.0,81261.96,81261.96
702324,102326,2023-03-19 19:30:12,Delivered,Mobile Web,Jaipur,Rajasthan,0.0,6445.4,6445.4
702325,100767,2023-11-06 19:33:21,Delivered,Mobile Web,Delhi,Delhi,0.0,304788.65,304788.65
702326,101764,2024-09-01 12:43:44,Shipped,Website,Nagpur,Maharashtra,0.0,67344.91,67344.91
702327,101658,2024-03-25 23:38:40,Delivered,Website,Mumbai,Maharashtra,0.0,76207.78,76207.78
702328,100176,2025-05-07 16:26:34,Delivered,Mobile App,Mumbai,Maharashtra,0.0,13860.69,1386069.0
702329,102545,2024-10-19 13:09:11,Delivered,Website,Mumbai,Maharashtra,0.0,153687.29,153687.29
702330,102583,2023-09-21 23:05:55,Shipped,Mobile Web,Chennai,Tamil Nadu,0.0,137171.33,137171.33
702331,100859,2025-10-21 21:37:54,Delivered,Website,Jaipur,Rajasthan,0.0,55434.67,55434.67
702332,100345,2024-01-29 18:15:38,Delivered,Mobile Web,Surat,Gujarat,0.0,7307.53,7307.53
702333,102117,2025-05-24 18:08:15,Delivered,Mobile App,Kolkata,West Bengal,0.0,3926.81,3926.81
702334,102412,2025-07-18 18:39:58,Delivered,Website,Guwahati,Assam,0.0,10780.67,10780.67
702335,100831,2025-12-01 18:22:07,Delivered,Mobile App,Nagpur,Maharashtra,0.0,153231.03,153231.03
702336,101896,2024-10-12 17:01:12,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,126962.38,126962.38
702337,101150,2025-01-16 15:35:33,Delivered,Website,Chandigarh,Chandigarh,0.0,2393.16,2393.16
702338,101001,2024-03-31 14:00:56,Delivered,Mobile App,Guwahati,Assam,0.0,8973.33,8973.33
702339,102212,2025-03-28 16:21:00,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,450178.61,450178.61
702340,101536,2024-09-11 23:46:17,Delivered,Mobile App,Hyderabad,Telangana,76.34,416.86,493.2
702341,100341,2024-08-11 17:40:34,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,7583.79,7583.79
702342,102412,2025-10-03 21:44:50,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,13099.76,13099.76
702343,102754,2023-03-30 14:21:00,Cancelled,Mobile App,Coimbatore,Tamil Nadu,45.94,370.54,416.48
702344,100526,2025-10-15 14:02:18,Delivered,Mobile Web,Guwahati,Assam,0.0,73522.06,73522.06
702345,102901,2025-10-01 19:57:15,Delivered,Mobile Web,Faridabad,Haryana,0.0,146529.56,146529.56
702346,101131,2024-10-16 18:25:08,Delivered,Mobile App,Nagpur,Maharashtra,0.0,123513.15,123513.15
702347,100967,2024-10-07 23:21:06,Processing,Website,Chandigarh,Chandigarh,0.0,198411.21,198411.21
702348,101029,2024-05-07 23:44:08,Delivered,Mobile App,Delhi,Delhi,0.0,3454.29,3454.29
702349,101764,2025-12-28 23:14:41,Delivered,Mobile App,Chandigarh,Chandigarh,42.52,324.23,366.75
702350,101521,2023-07-07 21:43:44,Delivered,Website,Jaipur,Rajasthan,0.0,2315.9,2315.9
702351,100785,2024-12-22 22:09:06,Delivered,Website,Bhopal,Madhya Pradesh,0.0,135607.05,135607.05
702352,101764,2025-04-01 17:12:59,Delivered,Mobile Web,Lucknow,Uttar Pradesh,0.0,135820.32,135820.32
702353,101604,2025-11-09 18:12:54,Delivered,Mobile Web,Coimbatore,Tamil Nadu,0.0,58552.29,58552.29
702354,102278,2025-07-19 22:06:27,Delivered,Mobile Web,Faridabad,Haryana,51.46,463.18,514.64
702355,101641,2025-02-13 16:57:43,Shipped,Mobile App,Chandigarh,Chandigarh,0.0,3407.97,3407.97
702356,100557,2023-07-17 19:36:32,Delivered,Mobile App,Patna,Bihar,0.0,9727.79,9727.79
702357,100017,2024-05-20 21:39:04,Delivered,Mobile App,Bengaluru,Karnataka,0.0,1874.86,1874.86
702358,102769,2023-08-16 16:59:27,Delivered,Mobile App,Nagpur,Maharashtra,0.0,2653.9,2653.9
702359,101153,2025-10-15 19:27:18,Cancelled,Mobile App,Bengaluru,Karnataka,0.0,9521.32,9521.32
702360,101764,2025-06-13 15:39:15,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,86520.13,86520.13
702361,101889,2025-06-22 13:39:57,Delivered,Mobile App,Surat,Gujarat,0.0,3932.8,3932.8
702362,102907,2025-02-23 18:04:10,Delivered,Mobile App,Jaipur,Rajasthan,0.0,3879.12,3879.12
702363,100692,2024-10-17 16:07:27,Delivered,Mobile App,Jaipur,Rajasthan,0.0,9239.35,9239.35
702364,101043,2023-09-03 14:33:09,Delivered,Mobile App,Jaipur,Rajasthan,0.0,82362.89,82362.89
702365,102691,2024-03-23 20:28:34,Cancelled,Mobile App,Mumbai,Maharashtra,0.0,42173.19,42173.19
702366,102102,2023-08-14 23:30:40,Cancelled,Website,Coimbatore,Tamil Nadu,0.0,255796.62,255796.62
702367,101764,2025-05-18 17:51:32,Delivered,Mobile Web,Nagpur,Maharashtra,0.0,15526.48,15526.48
702368,101029,2023-09-20 23:11:27,Delivered,Website,Coimbatore,Tamil Nadu,0.0,85865.99,85865.99
702369,102548,2025-04-26 13:49:49,Cancelled,Mobile App,Pune,Maharashtra,0.0,5519.04,5519.04
702370,101265,2025-04-14 17:10:30,Delivered,Mobile Web,Kolkata,West Bengal,0.0,10779.92,10779.92
702371,100695,2024-09-06 22:49:31,Delivered,Website,Hyderabad,Telangana,0.0,75044.24,75044.24
702372,102412,2023-08-12 18:24:57,Returned,Website,Bhopal,Madhya Pradesh,0.0,138000.42,138000.42
702373,101029,2024-03-01 21:04:09,Delivered,Mobile App,Pune,Maharashtra,0.0,7051.07,7051.07
702374,102609,2024-03-09 23:35:49,Shipped,Website,Surat,Gujarat,51.89,440.02,491.91
702375,101821,2025-04-24 18:50:37,Delivered,Website,Hyderabad,Telangana,0.0,42956.35,42956.35
702376,101552,2023-07-12 18:19:11,Delivered,Website,Surat,Gujarat,0.0,139772.92,139772.92
702377,101160,2025-09-06 21:00:37,Returned,Website,Chandigarh,Chandigarh,0.0,6825.41,6825.41
702378,102932,2025-06-26 23:54:00,Cancelled,Mobile App,Surat,Gujarat,0.0,797.72,797.72
702379,102412,2023-10-14 18:13:26,Delivered,Website,Guwahati,Assam,0.0,5889.58,5889.58
702380,100362,2025-05-13 17:01:12,Delivered,Website,Jaipur,Rajasthan,32.66,393.7,426.36
702381,100242,2025-03-16 18:40:25,Cancelled,Mobile App,Surat,Gujarat,0.0,7667.78,7667.78
702382,102961,2025-06-11 23:32:20,Returned,Website,Indore,Madhya Pradesh,0.0,115257.78,115257.78
702383,101152,2023-10-16 18:34:17,Cancelled,Mobile App,Guwahati,Assam,0.0,3528.6,3528.6
702384,102315,2023-09-16 18:54:28,Delivered,Mobile App,Nagpur,Maharashtra,0.0,8046.97,8046.97
702385,100995,2023-11-18 21:51:02,Cancelled,Mobile App,Indore,Madhya Pradesh,0.0,6443.79,6443.79
702386,102683,2024-05-12 22:24:06,Delivered,Mobile Web,Jaipur,Rajasthan,0.0,43530.19,43530.19
702387,102315,2025-08-03 07:28:02,Delivered,Website,Delhi,Delhi,0.0,81605.86,81605.86
702388,102507,2025-05-30 17:05:46,Processing,Website,Bhopal,Madhya Pradesh,0.0,114325.53,114325.53
702389,101494,2025-11-04 23:57:18,Processing,Mobile App,Kolkata,West Bengal,0.0,47998.33,47998.33
702390,101453,2023-04-14 18:42:46,Delivered,Mobile Web,Faridabad,Haryana,0.0,91738.51,91738.51
702391,102412,2023-01-22 14:29:27,Returned,Mobile App,Chennai,Tamil Nadu,0.0,181956.62,181956.62
702392,102691,2025-04-22 09:57:30,Processing,Mobile Web,Bhopal,Madhya Pradesh,0.0,5843.27,5843.27
702393,101247,2024-01-14 20:53:00,Delivered,Mobile App,Surat,Gujarat,0.0,176751.91,176751.91
702394,101939,2024-03-30 21:32:27,Delivered,Website,Indore,Madhya Pradesh,0.0,211270.46,211270.46
702395,100462,2024-11-08 13:48:34,Delivered,Mobile Web,Bhopal,Madhya Pradesh,0.0,5819.96,5819.96
702396,102940,2023-06-22 19:31:32,Delivered,Mobile App,Patna,Bihar,0.0,3415.94,3415.94
702397,101168,2025-02-11 14:16:06,Delivered,Mobile App,Guwahati,Assam,0.0,306800.59,306800.59
702398,102968,2024-03-17 15:26:13,Returned,Website,Jaipur,Rajasthan,0.0,52388.43,52388.43
702399,100744,2025-01-31 17:40:10,Delivered,Mobile Web,Ahmedabad,Gujarat,0.0,833.72,833.72
702400,101583,2025-09-11 17:55:37,Returned,Mobile App,Kochi,Kerala,0.0,292028.75,292028.75
702401,101716,2023-10-04 23:10:07,Cancelled,Mobile App,Surat,Gujarat,0.0,207922.87,207922.87
702402,100803,2025-11-07 22:44:52,Returned,Mobile App,Hyderabad,Telangana,0.0,12710.25,12710.25
702403,102676,2024-10-30 22:42:44,Delivered,Mobile App,Mumbai,Maharashtra,0.0,9804.18,9804.18
702404,100212,2025-11-03 13:32:16,Delivered,Mobile App,Patna,Bihar,0.0,5584.26,5584.26
702405,101543,2023-10-28 23:30:04,Processing,Mobile App,Patna,Bihar,0.0,71189.54,71189.54
702406,101465,2025-01-01 16:07:46,Delivered,Website,Nagpur,Maharashtra,0.0,242937.89,242937.89
702407,102147,2024-06-29 19:00:18,Cancelled,Mobile App,Surat,Gujarat,0.0,9339.97,9339.97
702408,102837,2025-07-12 15:14:36,Returned,Mobile App,Bengaluru,Karnataka,0.0,104263.32,104263.32
702409,102412,2025-01-03 20:52:47,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,39491.07,39491.07
702410,101465,2024-10-10 18:41:25,Shipped,Website,Bhopal,Madhya Pradesh,0.0,2387.73,2387.73
702411,101764,2025-10-30 18:28:48,Returned,Website,Faridabad,Haryana,0.0,1631.44,1631.44
702412,100926,2024-05-24 23:46:27,Shipped,Mobile Web,Faridabad,Haryana,0.0,198189.64,198189.64
702413,102412,2023-11-06 15:25:02,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,5843.27,5843.27
702414,101925,2025-01-06 19:54:41,Returned,Mobile App,Ahmedabad,Gujarat,58.31,463.18,521.49
702415,102412,2025-01-24 22:56:20,Delivered,Mobile App,Chennai,Tamil Nadu,32.53,370.54,403.07
702416,102412,2024-08-12 22:39:34,Delivered,Mobile App,Kochi,Kerala,0.0,195381.12,195381.12
702417,100752,2024-10-06 22:35:32,Shipped,Mobile Web,Bhopal,Madhya Pradesh,0.0,4249.41,4249.41
702418,102616,2025-11-27 22:19:47,Delivered,Mobile Web,Jaipur,Rajasthan,0.0,45436.78,45436.78
702419,101631,2025-05-25 21:43:44,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,237302.26,237302.26
702420,102034,2023-07-06 22:02:26,Delivered,Website,Guwahati,Assam,0.0,3791.07,3791.07
702421,102034,2023-10-31 23:29:50,Delivered,Website,Pune,Maharashtra,0.0,10225.69,10225.69
702422,102937,2025-12-14 18:27:50,Delivered,Mobile App,Jaipur,Rajasthan,0.0,5548.07,5548.07
702423,101594,2025-05-19 19:30:08,Delivered,Mobile Web,Lucknow,Uttar Pradesh,0.0,146581.78,146581.78
702424,102349,2025-10-31 22:27:12,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,4967.13,4967.13
702425,102412,2024-02-14 20:55:05,Delivered,Mobile Web,Jaipur,Rajasthan,0.0,167162.93,167162.93
702426,102944,2025-06-03 20:34:44,Delivered,Website,Kolkata,West Bengal,0.0,89147.61,89147.61
702427,101764,2025-05-08 21:15:15,Returned,Mobile Web,Mumbai,Maharashtra,0.0,75205.64,75205.64
702428,102412,2024-01-31 20:07:51,Delivered,Mobile Web,Kochi,Kerala,0.0,25921.36,25921.36
702429,101440,2024-11-10 20:16:32,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,64920.58,64920.58
702430,100380,2025-01-26 18:20:23,Returned,Website,Ahmedabad,Gujarat,0.0,8479.59,8479.59
702431,102786,2024-10-02 23:36:25,Delivered,Website,Hyderabad,Telangana,0.0,1111.63,1111.63
702432,101683,2025-09-03 22:26:38,Delivered,Website,Nagpur,Maharashtra,0.0,1412.79,1412.79
702433,102302,2025-09-10 23:22:29,Delivered,Mobile App,Kochi,Kerala,0.0,8048.51,8048.51
702434,101603,2025-09-30 20:28:36,Delivered,Website,Chandigarh,Chandigarh,0.0,1306.21,1306.21
702435,101162,2025-08-10 18:45:59,Returned,Website,Bengaluru,Karnataka,0.0,133609.14,133609.14
702436,101716,2024-10-06 22:25:27,Delivered,Website,Guwahati,Assam,0.0,2527.93,2527.93
702437,101380,2024-05-29 18:42:13,Returned,Mobile App,Chandigarh,Chandigarh,0.0,6927.73,6927.73
702438,101739,2025-09-08 21:45:56,Delivered,Website,Chandigarh,Chandigarh,0.0,2527.93,2527.93
702439,100778,2024-10-07 20:16:04,Delivered,Mobile App,Nagpur,Maharashtra,0.0,79359.34,79359.34
702440,102412,2023-12-04 23:20:43,Delivered,Mobile App,Faridabad,Haryana,0.0,2084.31,2084.31
702441,102016,2024-10-17 09:38:39,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,45617.06,45617.06
702442,101391,2023-08-21 16:58:47,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,230761.76,230761.76
702443,100684,2025-04-13 22:55:27,Delivered,Mobile Web,Guwahati,Assam,0.0,4172.24,4172.24
702444,102776,2024-04-01 13:45:10,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,32141.34,32141.34
702445,100898,2023-12-23 18:43:59,Delivered,Website,Chandigarh,Chandigarh,0.0,172202.69,172202.69
702446,100673,2025-11-23 20:55:23,Returned,Mobile Web,Hyderabad,Telangana,0.0,6588.83,6588.83
702447,102412,2025-07-15 11:12:27,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,34406.14,34406.14
702448,100521,2025-07-27 19:56:03,Delivered,Mobile App,Bengaluru,Karnataka,0.0,6903.01,6903.01
702449,100249,2025-01-23 23:52:04,Delivered,Mobile Web,Guwahati,Assam,0.0,5519.04,5519.04
702450,102909,2025-09-17 17:39:20,Delivered,Website,Ahmedabad,Gujarat,0.0,6788.05,6788.05
702451,101739,2025-06-24 21:42:29,Shipped,Mobile App,Chennai,Tamil Nadu,0.0,8594.86,8594.86
702452,102360,2024-12-28 21:49:55,Delivered,Mobile App,Patna,Bihar,0.0,7285.04,7285.04
702453,102655,2025-11-29 21:40:17,Delivered,Mobile App,Patna,Bihar,0.0,13185.73,13185.73
702454,100236,2023-10-18 22:52:19,Cancelled,Mobile App,Jaipur,Rajasthan,0.0,56846.81,56846.81
702455,100540,2025-11-13 21:02:06,Delivered,Mobile App,Faridabad,Haryana,0.0,833.72,833.72
702456,102764,2024-06-25 16:40:50,Delivered,Website,Pune,Maharashtra,0.0,9606.85,9606.85
702457,100463,2024-10-29 11:22:02,Delivered,Mobile App,Kochi,Kerala,0.0,6057.56,6057.56
702458,100704,2023-07-27 18:08:24,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,6430.18,6430.18
702459,102686,2024-11-04 14:05:17,Delivered,Mobile Web,Mumbai,Maharashtra,0.0,1852.72,1852.72
702460,102083,2025-01-10 20:20:20,Returned,Mobile App,Guwahati,Assam,0.0,10157.62,10157.62
702461,101393,2025-12-30 22:04:43,Delivered,Mobile App,Jaipur,Rajasthan,0.0,1852.72,1852.72
702462,100081,2025-12-14 19:56:18,Cancelled,Mobile App,Kochi,Kerala,0.0,4422.18,4422.18
702463,100463,2025-12-04 20:48:22,Delivered,Website,Delhi,Delhi,0.0,78090.29,78090.29
702464,102350,2024-04-20 23:48:47,Delivered,Mobile App,Guwahati,Assam,0.0,32066.48,32066.48
702465,100739,2025-12-26 18:11:32,Delivered,Website,Delhi,Delhi,0.0,6375.92,6375.92
702466,102366,2024-09-01 14:56:36,Delivered,Mobile App,Guwahati,Assam,0.0,1515.67,1515.67
702467,101531,2025-10-01 15:17:00,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,61795.34,61795.34
702468,102507,2023-11-03 19:01:58,Shipped,Website,Guwahati,Assam,0.0,10434.0,10434.0
702469,100590,2024-10-16 21:42:35,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,44510.42,44510.42
702470,101937,2025-12-04 14:44:15,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,96154.82,96154.82
702471,102412,2025-11-15 22:40:41,Delivered,Website,Pune,Maharashtra,0.0,158404.74,158404.74
702472,100968,2025-04-03 22:22:21,Delivered,Website,Jaipur,Rajasthan,0.0,4536.72,4536.72
702473,101197,2025-08-07 17:08:28,Delivered,Mobile App,Patna,Bihar,0.0,162649.33,162649.33
702474,102412,2023-10-07 19:14:21,Delivered,Mobile App,Surat,Gujarat,0.0,926.36,926.36
702475,102412,2025-05-15 19:18:29,Delivered,Mobile App,Hyderabad,Telangana,0.0,182995.57,182995.57
702476,102851,2025-01-18 22:24:26,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,880.04,880.04
702477,101093,2023-06-03 23:15:37,Delivered,Mobile App,Kolkata,West Bengal,0.0,5966.91,5966.91
702478,100566,2023-07-11 19:55:08,Delivered,Website,Guwahati,Assam,0.0,239141.86,239141.86
702479,102776,2023-07-03 19:03:53,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,185992.81,185992.81
702480,101209,2025-05-18 13:59:41,Delivered,Mobile App,Hyderabad,Telangana,0.0,132279.98,132279.98
702481,100033,2023-08-20 23:54:14,Delivered,Mobile App,Pune,Maharashtra,0.0,66640.6,66640.6
702482,100325,2024-09-17 15:30:39,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,211096.37,211096.37
702483,100200,2024-05-02 18:21:32,Delivered,Mobile Web,Chennai,Tamil Nadu,0.0,12033.68,12033.68
702484,102601,2024-11-10 19:30:12,Cancelled,Mobile App,Kolkata,West Bengal,0.0,72484.09,72484.09
702485,102591,2025-05-01 23:53:36,Delivered,Mobile App,Bengaluru,Karnataka,0.0,111242.38,111242.38
702486,100812,2025-04-05 10:38:55,Delivered,Mobile App,Delhi,Delhi,0.0,5884.42,5884.42
702487,101799,2024-10-21 21:44:38,Delivered,Mobile App,Hyderabad,Telangana,0.0,84027.4,84027.4
702488,100588,2024-09-13 17:38:15,Returned,Mobile App,Coimbatore,Tamil Nadu,0.0,1325.76,1325.76
702489,102606,2024-06-20 16:29:42,Delivered,Mobile App,Bengaluru,Karnataka,0.0,44552.83,44552.83
702490,100319,2025-10-06 19:51:11,Delivered,Mobile App,Bengaluru,Karnataka,0.0,10953.27,10953.27
702491,102645,2024-03-25 17:43:11,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,114001.31,114001.31
702492,100568,2023-12-22 16:59:45,Delivered,Mobile App,Faridabad,Haryana,0.0,37307.41,37307.41
702493,100867,2025-06-05 16:20:38,Delivered,Website,Bengaluru,Karnataka,0.0,5055.86,5055.86
702494,100511,2024-05-05 19:45:17,Delivered,Website,Jaipur,Rajasthan,0.0,2202.59,2202.59
702495,102835,2025-09-26 22:13:25,Delivered,Mobile App,Jaipur,Rajasthan,0.0,109696.02,109696.02
702496,100305,2024-03-21 19:10:47,Delivered,Mobile Web,Coimbatore,Tamil Nadu,0.0,111190.14,111190.14
702497,101976,2025-04-26 21:05:16,Returned,Website,Ahmedabad,Gujarat,0.0,12499.08,12499.08
702498,101325,2023-03-20 19:59:45,Returned,Mobile Web,Mumbai,Maharashtra,0.0,82087.93,82087.93
702499,101150,2024-06-03 22:09:10,Delivered,Mobile App,Nagpur,Maharashtra,0.0,14849.22,14849.22
702500,101922,2024-04-12 23:20:10,Delivered,Website,Nagpur,Maharashtra,0.0,6445.4,6445.4
702501,102160,2025-08-22 20:54:40,Delivered,Website,Kochi,Kerala,0.0,7449.85,7449.85
702502,102351,2025-12-05 18:58:28,Shipped,Mobile App,Chandigarh,Chandigarh,0.0,92525.18,92525.18
702503,100423,2024-09-08 21:03:38,Shipped,Mobile App,Kolkata,West Bengal,0.0,119880.45,119880.45
702504,100862,2025-09-01 17:13:02,Delivered,Website,Mumbai,Maharashtra,0.0,11603.91,11603.91
702505,101157,2025-04-23 21:42:27,Delivered,Mobile App,Kolkata,West Bengal,0.0,106931.26,106931.26
702506,101603,2025-12-06 23:32:46,Cancelled,Website,Indore,Madhya Pradesh,0.0,43480.37,43480.37
702507,102683,2025-08-16 14:28:56,Delivered,Website,Surat,Gujarat,0.0,12093.63,12093.63
702508,102225,2023-05-14 23:26:07,Delivered,Website,Bhopal,Madhya Pradesh,0.0,67141.84,67141.84
702509,102026,2025-05-07 19:29:41,Delivered,Mobile App,Mumbai,Maharashtra,0.0,120798.6,120798.6
702510,102294,2024-11-02 23:26:40,Shipped,Mobile App,Kolkata,West Bengal,0.0,14771.85,14771.85
702511,102573,2023-01-28 12:52:24,Delivered,Mobile App,Patna,Bihar,0.0,6655.79,6655.79
702512,102968,2023-12-12 23:42:26,Delivered,Mobile App,Kochi,Kerala,0.0,6105.72,6105.72
702513,102755,2025-11-03 17:04:21,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,72345.14,72345.14
702514,100001,2025-11-05 17:21:07,Shipped,Mobile App,Nagpur,Maharashtra,0.0,6094.45,6094.45
702515,102518,2025-08-07 17:48:04,Delivered,Website,Kochi,Kerala,0.0,85642.25,85642.25
702516,100211,2025-12-20 17:53:31,Delivered,Mobile App,Faridabad,Haryana,0.0,257963.34,257963.34
702517,100540,2025-08-13 22:45:52,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,2565.6,2565.6
702518,100151,2023-01-20 23:20:50,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,11843.54,11843.54
702519,101555,2024-01-25 23:40:58,Returned,Mobile Web,Pune,Maharashtra,0.0,6236.97,6236.97
702520,101784,2023-02-21 22:20:09,Delivered,Website,Chennai,Tamil Nadu,0.0,8046.97,8046.97
702521,102405,2023-06-08 22:17:33,Delivered,Website,Jaipur,Rajasthan,60.87,370.54,431.41
702522,102936,2023-11-05 21:11:56,Delivered,Website,Ahmedabad,Gujarat,45.3,416.86,462.16
702523,101360,2024-10-15 18:30:58,Cancelled,Mobile App,Coimbatore,Tamil Nadu,0.0,77704.59,77704.59
702524,102932,2025-09-27 18:12:29,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,4696.38,4696.38
702525,102412,2025-10-06 23:02:17,Delivered,Website,Bengaluru,Karnataka,0.0,6885.46,6885.46
702526,102246,2025-01-16 13:19:13,Delivered,Mobile Web,Delhi,Delhi,0.0,96085.35,96085.35
702527,100423,2025-11-06 21:02:34,Processing,Website,Bengaluru,Karnataka,0.0,6698.19,6698.19
702528,100727,2024-10-13 13:31:09,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,85681.0,85681.0
702529,102352,2025-10-18 13:01:39,Delivered,Mobile App,Kolkata,West Bengal,0.0,12284.56,12284.56
702530,101561,2024-08-30 18:19:57,Cancelled,Mobile App,Kolkata,West Bengal,0.0,2315.9,2315.9
702531,101043,2024-01-11 16:10:38,Delivered,Mobile App,Patna,Bihar,0.0,81114.31,81114.31
702532,102851,2025-10-31 21:43:42,Shipped,Mobile App,Lucknow,Uttar Pradesh,0.0,46116.26,46116.26
702533,102700,2024-06-06 18:35:16,Delivered,Mobile App,Mumbai,Maharashtra,0.0,7924.72,7924.72
702534,100011,2024-10-15 20:41:42,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,2991.11,2991.11
702535,101946,2024-03-22 17:03:58,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,59464.62,59464.62
702536,102395,2025-03-09 23:59:13,Delivered,Mobile Web,Lucknow,Uttar Pradesh,0.0,97161.27,97161.27
702537,102655,2025-12-28 18:43:39,Delivered,Mobile App,Mumbai,Maharashtra,0.0,5476.63,5476.63
702538,100423,2023-02-12 23:32:09,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,9984.5,9984.5
702539,102584,2025-10-24 20:25:24,Delivered,Website,Guwahati,Assam,0.0,126621.87,126621.87
702540,101354,2023-01-08 18:27:59,Returned,Mobile App,Mumbai,Maharashtra,0.0,14102.12,14102.12
702541,101137,2024-05-10 21:19:13,Cancelled,Mobile App,Kochi,Kerala,0.0,212092.45,212092.45
702542,101939,2023-10-02 13:43:47,Processing,Website,Patna,Bihar,0.0,5578.92,5578.92
702543,102812,2025-06-22 16:21:37,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,398888.54,398888.54
702544,102150,2023-03-31 12:10:36,Returned,Mobile App,Bhopal,Madhya Pradesh,0.0,154192.88,154192.88
702545,101543,2024-11-11 19:36:48,Delivered,Website,Ahmedabad,Gujarat,0.0,2527.93,2527.93
702546,102507,2024-01-31 16:09:20,Shipped,Mobile App,Nagpur,Maharashtra,0.0,10031.87,10031.87
702547,100033,2023-08-11 18:15:40,Delivered,Mobile Web,Lucknow,Uttar Pradesh,64.89,463.18,528.07
702548,101138,2025-07-09 15:52:45,Delivered,Mobile App,Guwahati,Assam,0.0,3551.46,3551.46
702549,101739,2023-11-04 19:03:46,Delivered,Website,Jaipur,Rajasthan,0.0,146255.05,146255.05
702550,100930,2023-11-08 16:43:43,Delivered,Mobile App,Pune,Maharashtra,0.0,49027.92,49027.92
702551,101393,2024-01-08 21:56:27,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,21506.84,21506.84
702552,102412,2024-12-19 14:59:19,Delivered,Website,Guwahati,Assam,0.0,9289.59,9289.59
702553,102412,2025-03-05 23:34:03,Cancelled,Mobile App,Faridabad,Haryana,0.0,57417.1,57417.1
702554,101496,2023-01-29 23:32:52,Returned,Website,Chandigarh,Chandigarh,0.0,102018.3,102018.3
702555,100518,2023-11-27 21:47:47,Delivered,Website,Kochi,Kerala,0.0,2948.7,2948.7
702556,102083,2024-08-05 20:39:10,Processing,Website,Jaipur,Rajasthan,0.0,95441.18,95441.18
